Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2005-11-15 00:00:00-05:00,34.821549360455315,34.96689020335531,34.522323009370936,34.64201354980469,79543500,0.0,0.0,0.0
2005-11-16 00:00:00-05:00,34.73603767573538,34.86427607125362,34.5906969138964,34.85572814941406,65895700,0.0,0.0,0.0
2005-11-17 00:00:00-05:00,34.975437567490495,35.32596125654766,34.924140224705575,35.317413330078125,94425500,0.0,0.0,0.0
2005-11-18 00:00:00-05:00,35.496960003148736,35.608102649207886,35.283225901439984,35.43711471557617,108820200,0.0,0.0,0.0
2005-11-21 00:00:00-05:00,35.39435979408523,35.54824857016304,35.257570133274164,35.52259826660156,69731400,0.0,0.0,0.0
2005-11-22 00:00:00-05:00,35.45420961516569,35.79618218040257,35.36016609979551,35.65084457397461,88814000,0.0,0.0,0.0
2005-11-23 00:00:00-05:00,35.67647143431817,35.92440360523194,35.65937232653225,35.7363166809082,64101200,0.0,0.0,0.0
2005-11-25 00:00:00-05:00,35.770501557799804,35.85599380352832,35.676458130706365,35.81324768066406,22930200,0.0,0.0,0.0
2005-11-28 00:00:00-05:00,35.907315531290706,35.907315531290706,35.47984748925153,35.51404571533203,74716200,0.0,0.0,0.0
2005-11-29 00:00:00-05:00,35.71067848009383,35.77907166682778,35.343055725097656,35.343055725097656,77443000,0.0,0.0,0.0
2005-11-30 00:00:00-05:00,35.291778600453235,35.471317748760455,35.21483418298557,35.25758361816406,88044400,0.0,0.0,0.0
2005-12-01 00:00:00-05:00,35.48839500006949,35.95006126278992,35.479847074310506,35.915863037109375,91914100,0.0,0.0,0.0
2005-12-02 00:00:00-05:00,35.85601340674587,36.01845332828746,35.79616814975326,36.0013542175293,72929200,0.0,0.0,0.0
2005-12-05 00:00:00-05:00,35.95860182080377,35.95860182080377,35.59097915670993,35.7363166809082,61519900,0.0,0.0,0.0
2005-12-06 00:00:00-05:00,35.93297008992297,36.17235446126033,35.821830723886606,35.85602569580078,81509400,0.0,0.0,0.0
2005-12-07 00:00:00-05:00,35.90731488694244,35.932961925381406,35.590989454680084,35.78762435913086,83885500,0.0,0.0,0.0
2005-12-08 00:00:00-05:00,35.87312335235546,35.907321584200766,35.283218528976974,35.531150817871094,112043200,0.0,0.0,0.0
2005-12-09 00:00:00-05:00,35.53114477493071,35.710680569599766,35.37725601912228,35.66793441772461,56526900,0.0,0.0,0.0
2005-12-12 00:00:00-05:00,35.79618453979492,35.856029824188965,35.63374780520014,35.79618453979492,44863600,0.0,0.0,0.0
2005-12-13 00:00:00-05:00,35.75342987777894,36.08685445769107,35.70213253420683,35.9415168762207,76611600,0.0,0.0,0.0
2005-12-14 00:00:00-05:00,35.86458454892596,35.99282305898511,35.659398366978124,35.82183837890625,73581600,0.0,0.0,0.0
2005-12-15 00:00:00-05:00,35.9073380339758,35.96718333645981,35.57391327404364,35.881690979003906,72607200,0.0,0.0,0.0
