Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-11-15 00:00:00-05:00,19.092383644211804,19.23908761467319,19.03649673461914,19.211143493652344,65081000,0.08,0.0
2005-11-16 00:00:00-05:00,19.197185588742183,19.476620342754806,19.169242779565927,19.37881851196289,86277000,0.0,0.0
2005-11-17 00:00:00-05:00,19.45566000148646,19.560447848470456,19.39278702680611,19.53948974609375,91351000,0.0,0.0
2005-11-18 00:00:00-05:00,19.644276556185343,19.735092323964697,19.490586488859286,19.609346389770508,75431200,0.0,0.0
2005-11-21 00:00:00-05:00,19.609351062719945,19.72811099193191,19.448676256271384,19.672224044799805,65794400,0.0,0.0
2005-11-22 00:00:00-05:00,19.602361694034443,19.616333761553747,19.462645016190503,19.497573852539062,104253300,0.0,0.0
2005-11-23 00:00:00-05:00,19.50456428527832,19.62332422107763,19.378818314143754,19.50456428527832,70541300,0.0,0.0
2005-11-25 00:00:00-05:00,19.420728828611438,19.5185319688723,19.190195044163918,19.392786026000977,44082500,0.0,0.0
2005-11-28 00:00:00-05:00,19.413735901784815,19.45565075416622,19.232103098199865,19.385791778564453,57517200,0.0,0.0
2005-11-29 00:00:00-05:00,19.413747671402508,19.413747671402508,19.281015670535055,19.336902618408203,62220400,0.0,0.0
2005-11-30 00:00:00-05:00,19.336902618408203,19.399775601321736,19.30197244320627,19.336902618408203,55904700,0.0,0.0
2005-12-01 00:00:00-05:00,19.37182295509085,19.63030080828905,19.37182295509085,19.483596801757812,61006100,0.0,0.0
2005-12-02 00:00:00-05:00,19.434706113342397,19.630311113924115,19.41374933887118,19.56743812561035,42319600,0.0,0.0
2005-12-05 00:00:00-05:00,19.511542980844467,19.574415942760467,19.357852926183355,19.455656051635742,47517300,0.0,0.0
2005-12-06 00:00:00-05:00,19.490582370300746,19.50455443391424,19.336893667900284,19.34387969970703,65980000,0.0,0.0
2005-12-07 00:00:00-05:00,19.329904864572864,19.385791778564453,19.24607382736091,19.385791778564453,55583200,0.0,0.0
2005-12-08 00:00:00-05:00,19.357850430871203,19.42770941648935,19.28100674589563,19.34387969970703,63931600,0.0,0.0
2005-12-09 00:00:00-05:00,19.357852935791016,19.441683995870456,19.3089520392653,19.357852935791016,48467000,0.0,0.0
2005-12-12 00:00:00-05:00,19.3508686718926,19.38579750378447,19.092390785564348,19.17622184753418,63757200,0.0,0.0
2005-12-13 00:00:00-05:00,19.064451989986512,19.162253805781305,18.861860991611813,18.95267677307129,104285500,0.0,0.0
2005-12-14 00:00:00-05:00,18.861859237530876,19.02952004863719,18.75707139714564,18.924732208251953,65076200,0.0,0.0
2005-12-15 00:00:00-05:00,18.917748850206813,18.938706954227953,18.729129911366176,18.80597496032715,79018100,0.0,0.0
2005-12-16 00:00:00-05:00,18.77802965576322,18.917747675663083,18.729128748533203,18.792001724243164,88542500,0.0,0.0
