Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-05-18 00:00:00-04:00,41.79236876945781,44.724295570690394,37.767182926360775,37.99577331542969,573576400,0.0,0.0
2012-05-21 00:00:00-04:00,36.306185604939394,36.435390178318876,32.79781453598124,33.821502685546875,168192700,0.0,0.0
2012-05-22 00:00:00-04:00,32.4102025271521,33.384197714086056,30.75043436769169,30.81006622314453,101786600,0.0,0.0
2012-05-23 00:00:00-04:00,31.177796848638764,32.30087250471115,31.167857891157837,31.803936004638672,73600000,0.0,0.0
2012-05-24 00:00:00-04:00,32.748117403003555,33.00652272503711,31.57534691333061,32.8276252746582,50237200,0.0,0.0
2012-05-25 00:00:00-04:00,32.69842300770469,32.74811589912241,30.919389439148397,31.714487075805664,37149800,0.0,0.0
2012-05-29 00:00:00-04:00,31.287121783204867,31.495836100271205,28.47446125121676,28.663297653198242,78063400,0.0,0.0
2012-05-30 00:00:00-04:00,28.524156039309936,29.36894657814204,27.689302562358073,28.01728057861328,57267900,0.0,0.0
2012-05-31 00:00:00-04:00,28.375076065677383,29.488214764666093,26.66561502702373,29.418643951416016,111639200,0.0,0.0
2012-06-01 00:00:00-04:00,28.7129929523706,28.971400183150042,27.222183317947824,27.550161361694336,41855500,0.0,0.0
2012-06-04 00:00:00-04:00,27.03334675762239,27.480588476832004,26.278003038984394,26.735183715820312,35230300,0.0,0.0
2012-06-05 00:00:00-04:00,26.53641286824006,27.589917836951688,25.592232652878558,25.711498260498047,42473400,0.0,0.0
2012-06-06 00:00:00-04:00,25.91026898928395,27.00352967612063,25.363639593696767,26.645734786987305,61489200,0.0,0.0
2012-06-07 00:00:00-04:00,26.83457088678374,27.182426814448583,25.989778461215497,26.1487979888916,26159500,0.0,0.0
2012-06-08 00:00:00-04:00,26.387330516164095,27.589917974302555,26.27800576226971,26.933961868286133,38034000,0.0,0.0
2012-06-11 00:00:00-04:00,27.013471444048065,27.898017905694353,26.675554434858185,26.844512939453125,28219600,0.0,0.0
2012-06-12 00:00:00-04:00,27.31163028011302,27.599854367366138,26.79481585200131,27.232120513916016,15816800,0.0,0.0
2012-06-13 00:00:00-04:00,27.490528509144887,27.927833183486076,26.93396012995036,27.10291862487793,17102800,0.0,0.0
2012-06-14 00:00:00-04:00,27.48059240646478,28.146487497349156,27.212246199168998,28.11667251586914,16855000,0.0,0.0
2012-06-15 00:00:00-04:00,28.335320365553475,29.915578637849663,28.176300832110293,29.826129913330078,43563800,0.0,0.0
2012-06-18 00:00:00-04:00,29.776435511854707,31.883449096553747,29.229806095487657,31.217552185058594,42978900,0.0,0.0
2012-06-19 00:00:00-04:00,31.34675512972504,31.982833239050855,30.511901663403762,31.714487075805664,30849000,0.0,0.0
2012-06-20 00:00:00-04:00,31.724426387314267,31.734365344841205,30.959143718701,31.406387329101562,15553600,0.0,0.0
2012-06-21 00:00:00-04:00,31.47596184259203,32.30087645784274,31.31694229476027,31.644920349121094,21875300,0.0,0.0
2012-06-22 00:00:00-04:00,32.21142551443876,33.24505440006592,31.863571462220392,32.847503662109375,74834000,0.0,0.0
2012-06-25 00:00:00-04:00,32.65866884421357,32.81768837965785,31.356693791227762,31.863571166992188,24352900,0.0,0.0
