Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2005-11-15 00:00:00-05:00,85.08972337442407,85.4616204056353,84.61451402260933,84.876220703125,69592500,0.0,0.0,0.0
2005-11-16 00:00:00-05:00,84.96575180412242,85.08971922662177,84.69715659777638,85.04839324951172,51133000,0.0,0.0,0.0
2005-11-17 00:00:00-05:00,85.1792731920445,85.8473197539059,84.80737081984073,85.8404312133789,55717500,0.0,0.0,0.0
2005-11-18 00:00:00-05:00,86.12967006804134,86.28118640358939,85.62691705035827,86.1778793334961,72437200,0.0,0.0,0.0
2005-11-21 00:00:00-05:00,86.19165905187387,86.71507770314035,86.0745801542428,86.61177062988281,50021200,0.0,0.0,0.0
2005-11-22 00:00:00-05:00,86.4740338525966,87.13519182442924,86.37761531010538,86.98368072509766,66438800,0.0,0.0,0.0
2005-11-23 00:00:00-05:00,86.94922924075541,87.74813161174048,86.921680339575,87.48641967773438,50854700,0.0,0.0,0.0
2005-11-25 00:00:00-05:00,87.45200365046308,87.61729183367001,87.33491948520893,87.55530548095703,15270000,0.0,0.0,0.0
2005-11-28 00:00:00-05:00,87.63794158602555,87.65171341028464,86.80460697632685,86.93546295166016,54498500,0.0,0.0,0.0
2005-11-29 00:00:00-05:00,87.22472972905756,87.45200426657864,86.83905029296875,86.83905029296875,51738900,0.0,0.0,0.0
2005-11-30 00:00:00-05:00,86.88723464526987,87.13516420851589,86.28805796018702,86.3707046508789,56007200,0.0,0.0,0.0
2005-12-01 00:00:00-05:00,86.79082838210607,87.48642371940338,86.76328473406885,87.25226593017578,65468200,0.0,0.0,0.0
2005-12-02 00:00:00-05:00,87.30735946986015,87.52086215268675,87.12141094421472,87.36245727539062,46699400,0.0,0.0,0.0
2005-12-05 00:00:00-05:00,87.25915513042085,87.27982074947354,86.9010298830843,87.176513671875,59273400,0.0,0.0,0.0
2005-12-06 00:00:00-05:00,87.5001788225351,87.97538282086205,87.21091804663205,87.3417739868164,57935200,0.0,0.0,0.0
2005-12-07 00:00:00-05:00,87.30738044572186,87.37625534639032,86.55669236907383,86.8321762084961,66816500,0.0,0.0,0.0
2005-12-08 00:00:00-05:00,86.92859309268118,87.34181621666058,86.4189514149205,86.7770767211914,62608600,0.0,0.0,0.0
2005-12-09 00:00:00-05:00,86.88723174082145,87.314226492419,86.6530687522294,87.00431060791016,50744500,0.0,0.0,0.0
2005-12-12 00:00:00-05:00,87.26605563186659,87.36936272362568,86.74952542748811,87.08699035644531,48389900,0.0,0.0,0.0
2005-12-13 00:00:00-05:00,87.06632677977903,87.94787078871856,86.97679677257686,87.67927551269531,88630900,0.0,0.0,0.0
2005-12-14 00:00:00-05:00,87.5966257223217,88.21645768229855,87.562188278138,88.02362060546875,64375000,0.0,0.0,0.0
2005-12-15 00:00:00-05:00,88.04428500595151,88.1544806288575,87.58974119750555,87.76880645751953,55900300,0.0,0.0,0.0
2005-12-16 00:00:00-05:00,88.12325758010735,88.17864744522778,87.48628997802734,87.48628997802734,46238300,0.672,0.0,0.0
2005-12-19 00:00:00-05:00,87.7424855176516,87.83941516409145,87.02243294247735,87.0362777709961,48733000,0.0,0.0,0.0
2005-12-20 00:00:00-05:00,87.1401393923981,87.64555754864413,86.877045371494,87.11936950683594,46603200,0.0,0.0,0.0
2005-12-21 00:00:00-05:00,87.38937739353126,87.76325113258595,87.09858846835627,87.25782775878906,51806900,0.0,0.0,0.0
2005-12-22 00:00:00-05:00,87.45169106265843,87.71479034423828,87.29245176490491,87.71479034423828,32247900,0.0,0.0,0.0
2005-12-23 00:00:00-05:00,87.77711997811791,87.83250986919357,87.52787075054823,87.76327514648438,27977300,0.0,0.0,0.0
2005-12-27 00:00:00-05:00,87.90172091068146,87.96403584192127,86.80779462686567,86.87010955810547,44499500,0.0,0.0,0.0
2005-12-28 00:00:00-05:00,87.05706267534462,87.23015211417551,86.89089829310271,87.0639877319336,30764300,0.0,0.0,0.0
2005-12-29 00:00:00-05:00,87.04321829832163,87.20938268143001,86.58625964193548,86.67626953125,32788900,0.0,0.0,0.0
