Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-11-15 00:00:00-05:00,9.801765455795236,9.866882404991232,9.716518900902415,9.762497901916504,344651004,0.0,0.0
2005-11-16 00:00:00-05:00,9.846998695022803,9.912860088960883,9.795054601551037,9.895462989807129,347460192,0.0,0.0
2005-11-17 00:00:00-05:00,9.9861789497189,10.03613499581749,9.92976150239013,10.02718734741211,368119512,0.0,0.0
2005-11-18 00:00:00-05:00,10.028181492230996,10.053284537109107,9.937714301068237,9.946661949157715,280742976,0.0,0.0
2005-11-21 00:00:00-05:00,9.92081505356363,10.189483217939964,9.779647342599048,10.174073219299316,412990596,0.0,0.0
2005-11-22 00:00:00-05:00,10.156425112289659,10.371658331945465,10.096280666069221,10.350780487060547,383456160,0.0,0.0
2005-11-23 00:00:00-05:00,10.364947433053203,10.555823966373918,10.333633031926567,10.50959587097168,402996600,0.0,0.0
2005-11-25 00:00:00-05:00,10.582169028229181,10.655983576947403,10.570238830168583,10.652752876281738,193410396,0.0,0.0
2005-11-28 00:00:00-05:00,10.682577540837112,10.717869938819323,10.499158794359593,10.525006294250488,439895664,0.0,0.0
2005-11-29 00:00:00-05:00,10.549360949246623,10.597578039304178,9.994629522441207,10.029424667358398,858972168,0.0,0.0
2005-11-30 00:00:00-05:00,10.047320204273055,10.151455605933343,9.831093409666254,10.063474655151367,623240136,0.0,0.0
2005-12-01 00:00:00-05:00,10.170096347525204,10.32518229690157,10.147479547913877,10.291630744934082,389406204,0.0,0.0
2005-12-02 00:00:00-05:00,10.36246167156561,10.426832258779568,10.285912737156897,10.38135051727295,301438260,0.0,0.0
2005-12-05 00:00:00-05:00,10.363954408829697,10.37638185659737,10.047816466345001,10.086836814880371,411164424,0.0,0.0
2005-12-06 00:00:00-05:00,10.15766931695675,10.349291252192206,9.983694527262461,10.054278373718262,604406988,0.0,0.0
2005-12-07 00:00:00-05:00,10.094540884967431,10.10796283166657,9.916838137123758,10.04632568359375,466169364,0.0,0.0
2005-12-08 00:00:00-05:00,10.073167453657726,10.206134796142578,10.007056009141207,10.206134796142578,356043600,0.0,0.0
2005-12-09 00:00:00-05:00,10.314245680793574,10.333632725062733,10.154189145349688,10.170095443725586,305430264,0.0,0.0
2005-12-12 00:00:00-05:00,10.305050767630613,10.319466264822735,10.188736079839837,10.254846572875977,277725996,0.0,0.0
2005-12-13 00:00:00-05:00,10.252114208363666,10.388808571961382,10.230740056611626,10.376133918762207,326225448,0.0,0.0
2005-12-14 00:00:00-05:00,10.364948373600203,10.431805222771676,10.326426220125077,10.412667274475098,264950784,0.0,0.0
2005-12-15 00:00:00-05:00,10.416396433981943,10.51655668753403,10.351528581071536,10.50189208984375,241590168,0.0,0.0
2005-12-16 00:00:00-05:00,10.571233342631263,10.749185184890576,10.50686179753505,10.690779685974121,652566780,0.0,0.0
2005-12-19 00:00:00-05:00,10.741729688751727,11.089928387849882,10.441248942326943,10.552842140197754,876594528,0.0,0.0
2005-12-20 00:00:00-05:00,10.633864328366126,10.741729574839548,10.554580980675059,10.68058967590332,402984612,0.0,0.0
2005-12-21 00:00:00-05:00,10.775281173521417,10.85754611679613,10.456160705879016,10.595837593078613,448427124,0.0,0.0
2005-12-22 00:00:00-05:00,10.731041467822774,10.758131616824048,10.585896726766194,10.737752914428711,301562136,0.0,0.0
2005-12-23 00:00:00-05:00,10.740486821823662,10.749185372239582,10.656730124106966,10.710165023803711,183620196,0.0,0.0
2005-12-27 00:00:00-05:00,10.733278505936841,10.733278505936841,10.507111471354829,10.55383586883545,267843888,0.0,0.0
2005-12-28 00:00:00-05:00,10.546378524277522,10.631875112959081,10.469829583414402,10.604784965515137,284431284,0.0,0.0
2005-12-29 00:00:00-05:00,10.636847128076266,10.655487826726311,10.41788782350746,10.442243576049805,277554168,0.0,0.0
2005-12-30 00:00:00-05:00,10.370665378599515,10.394028526833498,10.282932575349603,10.310768127441406,303180516,0.0,0.0
2006-01-03 00:00:00-05:00,10.501146834449989,10.827971374332087,10.394276088856138,10.817035675048828,524323152,0.0,0.0
2006-01-04 00:00:00-05:00,11.032517293127576,11.158275943193505,10.929374495553226,11.065820693969727,610844544,0.0,0.0
2006-01-05 00:00:00-05:00,11.08470808730879,11.222645068838247,10.972866753907185,11.214940071105957,431899668,0.0,0.0
2006-01-06 00:00:00-05:00,11.354866945943412,11.693621673211023,11.264648850443713,11.573330879211426,709565724,0.0,0.0
2006-01-09 00:00:00-05:00,11.591970515921545,11.765697152886572,11.456021575426881,11.604148864746094,511164324,0.0,0.0
2006-01-10 00:00:00-05:00,11.542511792018646,11.68740838167814,11.483360894092636,11.675230979919434,363520116,0.0,0.0
2006-01-11 00:00:00-05:00,11.712758742702002,11.808196529376328,11.660814650222743,11.72170639038086,359935704,0.0,0.0
2006-01-12 00:00:00-05:00,11.773651503480364,11.805215953187442,11.469940993876088,11.522878646850586,404606988,0.0,0.0
2006-01-13 00:00:00-05:00,11.539777481818856,11.603900874535794,11.472673433923632,11.587994575500488,305957736,0.0,0.0
2006-01-17 00:00:00-05:00,11.508710828714294,11.678709512097617,11.495538928455712,11.609367370605469,330481188,0.0,0.0
2006-01-18 00:00:00-05:00,11.11702005158453,11.36704656530846,11.016362548190294,11.05762004852295,818608572,0.0,0.0
2006-01-19 00:00:00-05:00,11.213201654668666,11.270862696998677,10.761612047503462,10.847355842590332,580910508,0.0,0.0
2006-01-20 00:00:00-05:00,10.903278251947727,10.936333502708317,9.810713182975832,9.928022384643555,1643023332,0.0,0.0
2006-01-23 00:00:00-05:00,10.124863114570005,10.647036579219264,10.0838537702344,10.624917030334473,908746344,0.0,0.0
2006-01-24 00:00:00-05:00,10.836918087703557,11.058611762355111,10.798394992383848,11.010892868041992,617965416,0.0,0.0
2006-01-25 00:00:00-05:00,11.215439683738708,11.289254234333312,10.667665895031796,10.761612892150879,748842408,0.0,0.0
2006-01-26 00:00:00-05:00,10.924153071628181,10.935337867670258,10.526992888687738,10.793174743652344,516526956,0.0,0.0
2006-01-27 00:00:00-05:00,10.811318950200018,10.891346744532054,10.661699916388892,10.773789405822754,337749912,0.0,0.0
2006-01-30 00:00:00-05:00,10.66791421742741,10.768571715956444,10.562784315152868,10.608016967773438,343212444,0.0,0.0
2006-01-31 00:00:00-05:00,10.701217330159684,10.925645403506964,10.53718374895637,10.75316047668457,881757360,0.0,0.0
2006-02-01 00:00:00-05:00,9.668798214026172,9.991149389760329,9.631269615837548,9.985682487487793,1083815100,0.0,0.0
2006-02-02 00:00:00-05:00,10.036384184255816,10.102991930604967,9.841530598178062,9.843022346496582,471835692,0.0,0.0
2006-02-03 00:00:00-05:00,9.782876458371494,9.78983510875053,9.259708510009391,9.482892990112305,730540728,0.0,0.0
2006-02-06 00:00:00-05:00,9.5763428278954,9.690421316184867,9.433434291824431,9.571124076843262,357258384,0.0,0.0
2006-02-07 00:00:00-05:00,9.518683691918142,9.536329891673914,9.030558986677795,9.144139289855957,664542792,0.0,0.0
2006-02-08 00:00:00-05:00,9.158058016096069,9.21298561610226,8.8148298942013,9.172969818115234,831331836,0.0,0.0
2006-02-09 00:00:00-05:00,9.225660135602046,9.305190692363187,8.850619417107534,8.916728973388672,476019504,0.0,0.0
2006-02-10 00:00:00-05:00,8.995763421500982,9.059140468141923,8.776802232220726,9.012166023254395,608331060,0.0,0.0
2006-02-13 00:00:00-05:00,8.615254434403463,8.713674775487792,8.497199844758526,8.591891288757324,787923288,0.0,0.0
2006-02-14 00:00:00-05:00,8.582695679549165,8.74076415293285,8.509874692215563,8.532739639282227,585573840,0.0,0.0
2006-02-15 00:00:00-05:00,8.48178913034546,8.599347407758712,8.396292545732795,8.509376525878906,517362120,0.0,0.0
2006-02-16 00:00:00-05:00,8.591144560897026,9.121272031555904,8.561817268156853,9.1078519821167,851767380,0.0,0.0
2006-02-17 00:00:00-05:00,9.192356567261262,9.24902217080855,9.03726966387088,9.16476821899414,572235192,0.0,0.0
2006-02-21 00:00:00-05:00,9.107356040616606,9.283817090093525,9.074300790324113,9.111084938049316,347092560,0.0,0.0
2006-02-22 00:00:00-05:00,9.125003460584226,9.16973981719916,9.043235747270998,9.083745956420898,258788952,0.0,0.0
2006-02-23 00:00:00-05:00,9.086726780509482,9.475189408113415,9.081259878103657,9.396403312683105,501561936,0.0,0.0
2006-02-24 00:00:00-05:00,9.377266852388972,9.446110804421824,9.282574452306584,9.379751205444336,259112628,0.0,0.0
2006-02-27 00:00:00-05:00,9.475934485251223,9.73515771262093,9.45132963669771,9.702350616455078,408079512,0.0,0.0
2006-02-28 00:00:00-05:00,9.772438445047998,9.880302740013004,8.413194323234782,9.012415885925293,1575926496,0.0,0.0
2006-03-01 00:00:00-05:00,9.160043863112177,9.182163409642266,8.979607692380776,9.066595077514648,481965552,0.0,0.0
2006-03-02 00:00:00-05:00,9.05367228849502,9.471710400527156,9.001977285335041,9.356142044067383,732478788,0.0,0.0
2006-03-03 00:00:00-05:00,9.551241856762413,9.624311957246107,9.338992100866038,9.399138450622559,478001520,0.0,0.0
2006-03-06 00:00:00-05:00,9.466987109593166,9.528873353752266,9.12475352739635,9.148612976074219,357230412,0.0,0.0
2006-03-07 00:00:00-05:00,9.072065871101916,9.157313384661235,8.901321745643562,9.05789852142334,414736848,0.0,0.0
