Price,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2005-11-17,48.066680908203125,48.24714538085779,47.79599027342083,47.85968028185597,1003100
2005-11-18,47.84370422363281,48.00824196052912,47.801241565897655,47.96578335225589,734200
2005-11-21,47.987030029296875,48.119722840063254,47.94456735798046,47.949872154797596,503300
2005-11-22,48.050758361816406,48.12506607123325,47.95521929978526,47.965837000825644,1026900
2005-11-23,47.86494827270508,48.135642725876856,47.69510164608931,48.082562364870746,768300
2005-11-25,48.040138244628906,48.056060744580044,47.94990399579592,47.9870618949698,421500
2005-11-28,48.27901840209961,48.37455751966154,48.04547743706625,48.04547743706625,883400
2005-11-29,47.822505950927734,48.35858623936641,47.78535211209325,48.34266374407517,889200
2005-11-30,47.769439697265625,47.928672782709405,47.67390065589247,47.928672782709405,1642800
2005-12-01,47.694793701171875,47.98265814638394,47.540199606497524,47.977326193577696,1214800
2005-12-02,47.710811614990234,47.73746732652757,47.52423383550057,47.58820103584527,746200
2005-12-05,47.497562408447266,47.63083278785766,47.364292029036875,47.63083278785766,431100
2005-12-06,47.98268127441406,48.04132058228233,47.614853628165875,47.66283309237187,968800
2005-12-07,47.8014030456543,47.92934549626404,47.72144003079518,47.870706223173215,386600
2005-12-08,48.11060333251953,48.16924262039719,47.8707182945392,47.966673123149114,976200
2005-12-09,47.73214340209961,47.982692491181346,47.69482783992305,47.96670068840443,817400
2005-12-12,47.641483306884766,47.84405276250747,47.51887280276572,47.84405276250747,440500
2005-12-13,47.817420959472656,47.881392219727175,47.64683499921736,47.828084869726794,598700
2005-12-14,48.30784225463867,48.41445691734301,48.05196137022412,48.08394495561768,635000
2005-12-15,48.19058609008789,48.21190984596029,47.97202064271368,48.21190984596029,724300
2005-12-16,48.35049819946289,48.473108753701766,48.275867102826965,48.419801408546064,684500
2005-12-19,48.398468017578125,48.563721974774204,48.2758574877595,48.29718123499269,469800
2005-12-20,48.339847564697266,48.40381883132274,48.19058534299501,48.28654020938796,236000
2005-12-21,48.254554748535156,48.286542416855504,48.13194823242773,48.259886704437,193100
2005-12-22,48.638336181640625,48.67565170957999,48.46242244540508,48.4677503300482,692700
2005-12-23,48.936885833740234,49.06482426150924,48.56372632437083,48.61170577671501,2295800
2005-12-27,49.336700439453125,49.35802012300214,48.93688926593111,49.027512155827935,519500
2005-12-28,49.199161529541016,49.38116059472253,49.113512027813464,49.263394571843655,1295700
2005-12-29,49.30620193481445,49.316906076759054,49.081378198053535,49.263377199052876,740600
2005-12-30,49.193790435791016,49.563142553530966,49.086728595583224,49.536380156472724,1099500
2006-01-03,49.1295166015625,49.3811066329681,48.96893008729558,49.02780895040146,1392700
2006-01-04,49.247310638427734,49.28478125490168,48.936837482505915,49.0010745753145,387600
2006-01-05,49.18843460083008,49.32225883341129,49.08672687719109,49.18308048800922,453400
2006-01-06,49.09739685058594,49.193750386334116,48.974276855578935,49.12415922585648,1193700
2006-01-09,49.1295166015625,49.1295166015625,49.00104657335125,49.086691897495896,413600
2006-01-10,48.73344039916992,49.07603015968493,48.7280862855391,49.049263675522916,698900
2006-01-11,48.65312957763672,48.86724913094871,48.57818834657614,48.84583676721843,394600
2006-01-12,48.97965621948242,48.99036035831232,48.712007824840434,48.78159493721081,626600
2006-01-13,49.263370513916016,49.407902956500116,49.022488554930554,49.02783858318106,491000
2006-01-17,49.48282241821289,49.51493890954793,49.20981998989731,49.247290591117945,454300
2006-01-18,49.46677780151367,49.65948088660626,49.311541243975164,49.654130859235885,622100
2006-01-19,49.32224655151367,49.48283722421849,49.225892964688875,49.28477593908128,490600
2006-01-20,49.45074462890625,49.5042776061017,49.27409968973667,49.4186281097832,842600
2006-01-23,49.434661865234375,49.514957207233444,49.10278044149132,49.14025105655878,720400
2006-01-24,49.193790435791016,49.34902704109861,49.118849189641374,49.247319313899105,300500
2006-01-25,48.658477783203125,49.017125643171866,48.59959481109001,48.98500914347028,1204500
2006-01-26,48.44973373413086,48.49790850492895,48.20349759851461,48.471146104705156,764100
2006-01-27,48.44973373413086,48.60497035780043,48.2623805965959,48.60497035780043,1091400
2006-01-30,48.40153884887695,48.444363575842104,48.30518525520073,48.337305842419966,308500
2006-01-31,48.53533172607422,48.56745229255829,48.28374172255418,48.36403701278221,676100
2006-02-01,48.369354248046875,48.5949766382144,48.2672852198047,48.42844641192399,622300
2006-02-02,48.460697174072266,48.56813937968858,48.27267843737006,48.36937437317421,658500
2006-02-03,48.804500579833984,48.885081203716084,48.25118658021139,48.34788250916976,1524600
2006-02-06,48.901214599609375,48.997910564340046,48.82600708243022,48.8743571140467,755100
2006-02-07,48.67020034790039,48.94954596102054,48.616481298762125,48.94954596102054,280500
2006-02-08,48.55740737915039,48.820633687886215,48.50368830980667,48.820633687886215,261700
2006-02-09,48.77763366699219,48.831352706353414,48.380103759019136,48.423080629908114,1119200
2006-02-10,48.509037017822266,49.08920841247147,48.476802313647156,48.992512496946574,938000
2006-02-13,48.51441192626953,48.541273499917295,48.43383540232768,48.4768081822631,218700
2006-02-14,48.342529296875,48.4553405773998,48.19748739291524,48.29418336172257,836100
2006-02-15,48.460697174072266,48.600369992122936,48.283420608681155,48.423093426731825,720300
2006-02-16,48.471458435058594,48.50906219402906,48.34790088501143,48.45533902535496,427800
2006-02-17,48.858211517333984,48.92267682543623,48.77763500533132,48.77763500533132,731400
2006-02-21,48.77763366699219,48.88507174571465,48.766887400019954,48.831352706353414,433300
2006-02-22,49.11066818237305,49.12678347580373,48.93339175763989,48.949511149568394,559000
2006-02-23,48.98719787597656,49.05165915892907,48.84752493207153,49.05165915892907,288300
2006-02-24,48.91193771362305,49.1214448549242,48.858214570930144,49.1214448549242,485700
2006-02-27,48.831382751464844,49.07312062657752,48.740059918511385,49.07312062657752,446200
2006-02-28,49.07307815551758,49.12142814779637,48.842082655405285,48.88505951554221,744200
2006-03-01,48.776580810546875,48.98682435651811,48.722668834323414,48.93291238029465,713600
2006-03-02,48.43700408935547,48.57177594498134,48.19441639439316,48.550211954531925,1640000
2006-03-03,48.15667724609375,48.27527712924593,48.10276933000013,48.237541176689355,1253300
2006-03-06,47.736141204833984,47.97333661704994,47.70918521774058,47.967948709956204,872700
2006-03-07,47.76848220825195,47.84395403205878,47.60675452129107,47.65527447254171,1692900
2006-03-08,47.75233840942383,47.91406207880568,47.68225445107417,47.74694638657193,1184700
2006-03-09,47.76848220825195,47.80082610048176,47.585190555502564,47.74152622278983,282100
2006-03-10,47.59062576293945,47.69305366516015,47.44507400291341,47.61218974829695,1086900
2006-03-13,47.552879333496094,47.58522324794712,47.44506354338685,47.51514339566698,1740100
2006-03-14,47.87095260620117,47.97337639368613,47.68226876591445,47.68226876591445,904400
2006-03-15,47.6121826171875,47.730782462435634,47.520538777826324,47.67687456357076,971000
2006-03-16,48.043434143066406,48.156641917685256,47.67146280295637,47.71459074935613,1048000
2006-03-17,47.89790725708008,47.97877117715162,47.84399934800232,47.89790725708007,703500
2006-03-20,47.973358154296875,48.108129924456186,47.967970244784276,48.102742014943594,576000
2006-03-21,47.72542953491211,48.059665362331685,47.63378562047707,48.059665362331685,817200
2006-03-22,47.82780838012695,47.967972178356845,47.7792884022016,47.84398033513267,205500
2006-03-23,47.676849365234375,47.90865690945571,47.622937381954216,47.88170091781562,613400
2006-03-24,48.02727127075195,48.13509116636761,47.70921183272982,47.72538378884505,954800
2006-03-27,47.849361419677734,48.00569713717589,47.76310552882058,48.00569713717589,467100
2006-03-28,47.40195846557617,47.67150218388085,47.35343845756775,47.655330218848285,1094900
2006-03-29,47.1755256652832,47.45045719721185,47.100053780489944,47.34803341808342,1071700
2006-03-30,46.84666442871094,47.056908044515964,46.67954465013969,46.97604416622764,1152000
