Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2005-11-17,19.539493560791016,19.560451667259375,19.392790812862582,19.455663799817632,91351000
2005-11-18,19.609342575073242,19.73508848480549,19.490582697264934,19.644272734692947,75431200
2005-11-21,19.672218322753906,19.728105253630215,19.448670599248675,19.609345358961868,65794400
2005-11-22,19.49757194519043,19.61633184258743,19.462643112258778,19.602359776434945,104253300
2005-11-23,19.504558563232422,19.623318464191183,19.378812628987898,19.504558563232422,70541300
2005-11-25,19.39278221130371,19.518528129439918,19.190191269317722,19.420725008417627,44082500
2005-11-28,19.38579750061035,19.455656496832184,19.232108774881937,19.413741632078896,57517200
2005-11-29,19.33690071105957,19.413745756474054,19.281013768698987,19.413745756474054,62220400
2005-11-30,19.33690071105957,19.399773687771454,19.301970539303074,19.33690071105957,55904700
2005-12-01,19.48360252380371,19.63030657341976,19.37182864431041,19.37182864431041,61006100
2005-12-02,19.567440032958984,19.630313027401336,19.413751231238898,19.434708007752892,42319600
2005-12-05,19.455657958984375,19.574417861751805,19.357854823943793,19.51154489367201,47517300
2005-12-06,19.343883514404297,19.504558280297264,19.336897481219875,19.490586213928417,65980000
2005-12-07,19.38579750061035,19.38579750061035,19.24607950816668,19.329910570122788,55583200
2005-12-08,19.343883514404297,19.4277132477182,19.28101054819408,19.357854248323555,63931600
2005-12-09,19.357852935791016,19.441683995870456,19.3089520392653,19.357852935791016,48467000
2005-12-12,19.176227569580078,19.38580328836623,19.09239648259566,19.350874446051844,63757200
2005-12-13,18.952672958374023,19.162249948901454,18.861857195193483,19.06444815279171,104285500
2005-12-14,18.92473793029785,19.02952580236654,18.75707706849794,18.861864940566623,65076200
2005-12-15,18.805965423583984,18.93869735017475,18.72912041359209,18.917739256781722,79018100
2005-12-16,18.79199981689453,18.9177457555515,18.729126847566047,18.77802774983272,88542500
2005-12-19,18.743101119995117,18.771045257406723,18.617355166542513,18.736115085642215,68680100
2005-12-20,18.764066696166992,18.778037437987074,18.631334655498662,18.69420765726522,62960600
2005-12-21,18.673248291015625,18.798994286098598,18.659276217684127,18.771051471885855,75800900
2005-12-22,18.575441360473633,18.70817335590773,18.45668143454836,18.65927111262683,91276900
2005-12-23,18.610366821289062,18.63132492174534,18.470650148929472,18.526537084363238,30689200
2005-12-27,18.484622955322266,18.7570729619932,18.477638253503596,18.638313044328893,37819000
2005-12-28,18.435718536376953,18.624337428349207,18.40777573707525,18.519549599181136,35444400
2005-12-29,18.35189437866211,18.512569187672792,18.344908343602956,18.44969620459036,34495500
2005-12-30,18.26806640625,18.379840321361,18.23313755744663,18.26806640625,49044600
2006-01-03,18.750080108642578,18.861853951388195,18.233125752831782,18.337913563849632,79973000
2006-01-04,18.84090232849121,18.917747371445365,18.70118564328793,18.70118564328793,57975600
2006-01-05,18.85487174987793,18.952673549035673,18.798984817152135,18.833913650437164,48245500
2006-01-06,18.798986434936523,18.8618594062199,18.505579679764004,18.785014367440283,100963000
2006-01-09,18.764066696166992,18.9107694786554,18.69420765726522,18.812967623663127,55625000
2006-01-10,18.861860275268555,18.875832343408547,18.575439540647494,18.617354412617715,64921900
2006-01-11,19.064451217651367,19.134308893274838,18.792001219410768,18.86884626153629,70120700
2006-01-12,18.959665298461914,19.043496389050205,18.840905364057658,19.036510353797016,45994800
2006-01-13,18.994585037231445,19.03649989326845,18.868839136671184,18.882811199499937,41418000
2006-01-17,18.85487174987793,18.994589747917203,18.791998784005212,18.791998784005212,58566600
2006-01-18,18.743101119995117,18.847888970389015,18.65228533830702,18.680228143268817,52376200
2006-01-19,18.875837326049805,19.02952611880957,18.757077380410404,18.771049452238593,60367600
2006-01-20,18.44969367980957,18.868846398849442,18.344905833162045,18.868846398849442,79165900
2006-01-23,18.40778350830078,18.533529489368544,18.372853328865233,18.449698391173335,47925600
2006-01-24,18.358871459960938,18.47763133314656,18.316955270048865,18.40078631742372,63040700
2006-01-25,18.442707061767578,18.561466972861165,18.32394715067399,18.449693095649522,59072100
2006-01-26,18.51255989074707,18.666248587516815,18.379827956180446,18.554474747602587,69509300
2006-01-27,19.413747787475586,19.52552168389017,18.99459500969593,19.022537817574605,134520700
2006-01-30,19.560447692871094,19.68619364123151,19.406758940680447,19.434701744510676,103999200
2006-01-31,19.665233612060547,19.82590838257696,19.469630007066527,19.49757280815869,94841300
2006-02-01,19.588397979736328,19.609354756076804,19.392792961707446,19.532509689627926,68448800
2006-02-02,19.33690071105957,19.553462446150608,19.24608359694249,19.53949037744801,55073400
2006-02-03,19.239099502563477,19.350873390814186,19.099381476025165,19.197183295132074,75022700
2006-02-06,18.980623245239258,19.239101217642318,18.924736296131837,19.218143112058296,60170500
2006-02-07,18.819948196411133,18.96665093630428,18.729131072472555,18.826934231517942,72159500
2006-02-08,18.798986434936523,18.917746343755155,18.659268424873535,18.868845439968016,51795200
2006-02-09,18.62433624267578,18.882814115121228,18.61735021018272,18.8339118876698,52861700
2006-02-10,18.645296096801758,18.785012762477876,18.519550164978543,18.59639519719264,52127000
2006-02-13,18.435718536376953,18.65228156010045,18.40078970413744,18.603379329535777,46707000
2006-02-14,18.617359161376953,18.63831726893276,18.407783415619278,18.449698298280794,58432900
2006-02-15,18.841659545898438,18.876708078981657,18.575297379290124,18.64539310849173,62808900
2006-02-16,18.792593002319336,18.855679025125095,18.624364053825587,18.820631828884043,48868500
2006-02-17,18.715496063232422,18.79260019185363,18.617361469677167,18.694466935263723,41513200
2006-02-21,18.603336334228516,18.729507043304928,18.463144874857157,18.729507043304928,50216100
2006-02-22,18.729509353637695,18.827643922088733,18.55427067628978,18.596328921468086,43043100
2006-02-23,18.687448501586914,18.848667729851357,18.603334702911866,18.73651510697481,47359100
2006-02-24,18.66642189025879,18.743527330203126,18.589317787279356,18.638384399256694,44753800
2006-02-27,18.960819244384766,19.10802038890863,18.69445711486419,18.750533423024553,51301500
2006-02-28,18.834646224975586,19.136055508467507,18.834646224975586,18.890722526202513,65036100
2006-03-01,19.023906707763672,19.065964944812173,18.890726301337665,18.91175408289717,53061200
2006-03-02,18.90474510192871,18.995869948731357,18.85567849378796,18.93979363414696,41850300
2006-03-03,18.87670135498047,19.037920538841483,18.743519650634067,18.79258624250791,45218800
2006-03-06,18.862689971923828,19.03091893147806,18.806613652072418,18.86969967902587,53054100
2006-03-07,18.967832565307617,18.995871393214344,18.79259390178528,18.855679927610513,51613900
2006-03-08,19.10101318359375,19.276251836654243,18.904745410858663,18.91876482397506,57547400
2006-03-09,18.92578125,19.22018234514528,18.92578125,19.115039383371673,45360700
2006-03-10,19.044937133789062,19.079984330104175,18.84165965165985,18.967831697538003,41297200
2006-03-13,19.002880096435547,19.12905214142145,18.88371775805606,19.051946705715658,40342600
2006-03-14,19.08699607849121,19.192139015648504,18.91876711164654,18.95381564867563,39821800
2006-03-15,19.178123474121094,19.241209512151638,18.93278903033178,19.06597081472572,57152000
2006-03-16,19.115034103393555,19.262233941823826,19.07998556783997,19.164100716203645,73793700
2006-03-17,19.276254653930664,19.388407301323603,19.115035390423937,19.17111171412041,120615000
